id,publish_time,title,article_url,ticker,publisher,description,keywords
6d7dd74b-fef8-4f3a-82fb-2c8280910f25,2022-01-02 17:29:32,10 Predictions for 2022,https://theirrelevantinvestor.com/2022/01/02/10-predictions-for-2022/,AAPL,theirrelevantinvestor.com,"Predictions are dumb, but they're also fun.",
4e4c6df5-846b-4f3b-afaa-6526e2e607e4,2022-01-03 14:10:37,10 Tech Stocks to Buy According to Billionaire David Harding,https://www.insidermonkey.com/blog/10-tech-stocks-to-buy-according-to-billionaire-david-harding-1017929/,AMZ.DE,insidermonkey.com,"In this article, we discuss 10 tech stocks to buy according to billionaire David Harding.",
d361326f-9b76-4421-b4be-664fdc251986,2022-01-03 17:03:38,Investing in Apple Stock (AAPL),https://www.investopedia.com/apple-stock-aapl-5075819,AAPL.BA,investopedia.com,"Before investing in Apple, read here to understand their core business, company history and relevant news developments.",
d3d93a1b-6093-40c7-a246-a354e9cee51e,2022-01-03 17:06:55,10 Energy Stocks to Buy According to Billionaire Bruce Kovner’s Caxton Associates,https://www.insidermonkey.com/blog/10-energy-stocks-to-buy-according-to-billionaire-bruce-kovners-caxton-associates-1018105/,0IDU.L,insidermonkey.com,"In this article, we discuss 10 energy stocks to buy according to billionaire Bruce Kovner’s Caxton Associates.",
2f5255b2-1833-4cab-9157-3f2fbc5ea373,2022-01-04 17:29:54,Dow ends at record as interest rate angst weighs on Nasdaq,https://www.straitstimes.com/business/companies-markets/dow-ends-at-record-as-interest-rate-angst-weighs-on-nasdaq,399233.SZ,straitstimes.com,"The blue-chip index finishes up 0.6 per cent at 36,799.65.
. Read more at straitstimes.com.",
77998dd4-ebec-49a4-9966-c98b36d51c17,2022-01-04 17:41:00,"Dow Jones śrubuje rekord, S&P 500 i Nasdaq na minusie",https://www.pb.pl/dow-jones-srubuje-rekord-s-p-500-i-nasdaq-na-minusie-1137904,AAPL,pb.pl,"Indeks Dow Jones kontynuował we wtorek wzrostową serię i po raz kolejny osiągnął rekord zamknięcia. Na przeciwnym biegunie znalazły się indeksy S&P 500 i Nasdaq Composite, które były obciążone spadkami spółek technologicznych.",
fa9bfb27-7cd2-4a70-8f44-1f8ab738fb49,2022-01-04 17:45:21,Netflix (NFLX) Dips More Than Broader Markets: What You Should Know,https://www.zacks.com/stock/news/1847363/netflix-nflx-dips-more-than-broader-markets-what-you-should-know?cid=CS-ZC-FT-tale_of_the_tape|yseop_template_6-1847363,NFLX,zacks.com,"Netflix (NFLX) closed at $591.15 in the latest trading session, marking a -1.04% move from the prior day.","stock, stocks, investment, investment advice, investing, online trading, online investment, online stock trading, stock market, financial, financial planning, quote, quotes, stock quotes"
ef207fc5-5b20-4ad2-bf12-25ef4f256002,2022-01-05 16:32:19,"HBO Max fecha 2021 com 73,8 milhões de assinantes, acima das expectativas Por Estadão Conteúdo",https://br.investing.com/news/stock-market-news/hbo-max-fecha-2021-com-738-milhoes-de-assinantes-acima-das-expectativas-960740,NFLX,br.investing.com,"HBO Max fecha 2021 com 73,8 milhões de assinantes, acima das expectativas",
9a51a138-1a75-43e2-b40f-e3c8991a0fb0,2022-01-05 17:04:24,"【最新版】NASDAQ100,レバナスの全構成銘柄を確認しよう！推しの個別株が新たに採用！【QQQ】【1月版】｜東大ぱふぇっとの米国株式投資ブログ",https://selfinvest.net/2022/01/06/nasdaq100-2022-01/,AMZ.DE,selfinvest.net,東大バフェットです。 昨今レバナスが流行っていますが、レバナスで投資しているのはNASDAQ100ですね。NASDAQ総,
af5ed61d-e3ba-4055-8266-0383858cd9c3,2022-01-05 17:09:05,Bolsas de NY fecham em forte queda após ata do Fed; Nasdaq cai mais de 3% Por Estadão Conteúdo,https://br.investing.com/news/stock-market-news/bolsas-de-ny-fecham-em-forte-queda-apos-ata-do-fed-nasdaq-cai-mais-de-3-960753,AAPL,br.investing.com,Bolsas de NY fecham em forte queda após ata do Fed; Nasdaq cai mais de 3%,
